,lfdn,lastpage,quality,duration,Luzerner,Sex,Altergruppe,Beziehungstatus,Quartier,Zuzug,Bildung,HH,Kinder_Schule,Erwerb,Lebensqualallg,Lebensqualallg_Comment-v_238,ArbeitsplatzLuzern,Anbindung_Arbeit-v_89,Umgebung_Arbeit-v_90,Standortattraktivität_Stadt-v_336,Standortattraktivität_LädenInnerStadt-v_337,Standortattraktivität_LädenQuartier-v_338,Standortattraktivität_CoSpace-v_364,IndLaden-v_341,KindQuart_alleineWeg-v_73,KindQuart_OhneAufsicht-v_74,KindQuart_alleineFahrrad-v_75,Kinderbetreuung_mittagTisch-v_152,Kinderbetreuung_bis6Jahr-v_153,Kinderbetreuung_SchulFerien-v_154,Vereinbarkeit-v_269,QuartSpielPlatz-v_274,QuartStrasseSpielPlatz-v_275,Medizin_Versorgungen-v_27,MedZuHause-v_294,Sicherheit_NachtAlleineWeg-v_28,Sicherheit_TagAlleineWeg-v_197,Sicherheit_ZuHause-v_101,zuFrieden_Wohnung-v_78,zuFrieden_unmittelbaren-v_79,zuFrieden_Infrastruk-v_102,unmittelbaren-SpielPlatz-v_354,unmittelbaren-naherholungsgebiet-v_355,unmittelbaren-Grünflaschen-v_356,unmittelbaren-anbindVerkehr-v_357,unmittelbaren-Einkaufsmögli-v_358,unmittelbaren-Freizeiteinrichtungen-v_359,unzufrie_Lärmbelastung-v_83,unzufrie_LuftWassrverschmtng-v_84,unzufrie_schlechteverkhrverbindung-v_85,unzufrie_keinGemeubschaftsgefühl-v_86,unzufrie_zuWenigGrünFlaschen-v_87,unzufrie_Vandalismus-v_105,unzufrie_Gewalt-v_104,unzufrie_Comments-v_88,FreiZeitAktivitäten_Angebot-v_55,FreiZeitAktivitäten_KulturAngebot-v_56,FreiZeitAktivitäten_Kultur_Musik-v_299,FreiZeitAktivitäten_Kultur_Theater-v_300,FreiZeitAktivitäten_Kultur_Kunst-v_301,FreiZeitAktivitäten_Kultur_Literatur-v_302,FreiZeitAktivitäten_Kultur_Film-v_303,FreiZeitAktivitäten_Kultur_Podium-v_304,FreiZeitAktivitäten_Kultur_Vereinsleben-v_305,FreiZeitAktivitäten_Kultur_EssKultur-v_306,FreiZeitAktivitäten_Kultur_Jugendliche-v_307,FreiZeitAktivitäten_Engagement-v_309,StädtischenLebens_Engagement-v_311,WasZum_StädtischenLebens_Engagement-v_310,Sicherheit_öffentVerkehr-v_39,Sicherheit_Auto_unterwegs-v_40,Sicherheit_Velo_unterwegs-v_41,Sicherheit_Fuss_unterwegs-v_42,öffentli_DichteLiniennetzes-v_49,öffentli_Wohnung-v_50,Verbindung_HusStadtZentrum-v_51,Verbindung_Naherholungsgebieten-v_54,Verbindung_zuArbeitSchuleAusbild-v_53,Zfrieden_FüssgangPhase-Dauer-v_187,Zfrieden_Sitzbänke-v_188,VeloParkPlätze_Allgemeinen-v_279,VeloParkPlätze_HauptBahnhof-v_280,VeloZum_öffVerkhr-v_323,VeloZum_Bahnverkehr-v_324,VeloZum_Busverbindungen-v_325,VertrauenStadtverwaltung-v_126,Services_Unkompliziertheit-v_328,Services_SchnellAufbindInfo-v_329,Services_RascheAntwort-v_330,Services_AktiveInfoVeränderungen-v_331,Services_VerständlicheInfo-v_332,Services_Freundlichkeit-v_333,Services_GeograNäheZuBewo-v_335,Services_BarrierFreiheit-v_334,Services_DigitaleAbwicklung-v_361,Services_zuFrieWieEsIst-v_362,Services_Comments-v_363,StadtMöglische-v_316,StadtMöglische-WieZuF-v_106,StadtMöglische-ProjekteEinzubring-v_212,StadtMöglische-ProjekteVorzuschlagen-v_365,StadtMöglische-ProjekteEinzubring_WieZuF-v_366,StadtMöglische-ProjekteVorzuschlagen-WieZuF-v_367,KommKanäle_TagsMedia-v_245,KommKanäle_SocialMedia-v_246,KommKanäle_NewsLetter-v_247,KommKanäle_Stadtmagazin-v_248,KommKanäle_WebSeite-v_249,KommKanäle_StadtApp-v_289,KommKanäle_QuartierApp-v_293,KommKanäle_PinnwändeQuartier-v_291,KommKanäle_WeiterSocialMediaWhatsapp-v_292,KommKanäle_Comment-v_290,UmweltThema_Klimaerwärmung-v_317,UmweltThema_Biodiversität-v_318,UmweltThema_Luftsverschmutzung-v_319,UmweltThema_TrinkWasserSchmutzung-v_320,UmweltThema_VerringerteGrünflächen-v_321,MehrWas_Bäume-v_348,MehrWas_öffntParkanlagen-v_349,MehrWas_ZugangZumSee-v_350,MehrWas_ZugangZumWald-v_351,MehrWas_SpazierWegSee-v_352,MehrWas_SitzgelegenheitenImöffRaum-v_353,MehrWas_Comments-v_360,Älterwerdens_FinanzielleAbsicherung-v_256,Älterwerdens_Mobilität-v_257,Älterwerdens_VerlustSocialContact-v_258,Älterwerdens_VerlustSelbständigkeit-v_259,Älterwerdens_andere-v_260,Älterwerdens_Comments-v_205,OverallComments-v_211,Corona-v_224
446,564,6468128,-77,28,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-66,-66,-77
447,565,6466756,-77,1900,1,1,4,1,1,3,7,1,2,1,5,"Wenn man die verschiedensten Bereiche seines Lebens ohne erheblichen Aufwand ausfüllen kann: z.B. Mobilität, Erholung, Einkauf, Beruf, soziale Kontakte etc.",1,1,2,5,2,1,5,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,5,1,1,1,1,1,1,0,0,1,0,0,0,-77,-77,-77,-77,-77,-77,-77,-66,2,1,1,0,0,0,1,0,0,1,0,3,4,1,1,1,3,2,1,1,1,1,1,2,1,2,5,5,5,5,1,0,1,0,0,0,0,0,0,1,1,-99,2,5,2,2,5,5,0,1,1,0,1,0,0,0,0,-99,2,2,2,2,3,1,0,0,0,0,0,-99,2,4,3,2,0,-99,- Das Stadtzentrum sollte am Abend auch nach den Ladenöffnungszeiten attraktiv und lebendig sein  - Ein vielseitiges und buntes Nachtleben sollte gefördert werden,1
448,566,6466756,-77,995,1,2,7,2,1,6,3,3,2,1,5,"Eine gute Partnerschaft und gute Freunde.Ein freundliches Quartier, wo sich die Menschen gegenseitig grüssen.  Eine sonnige grosse Wohnung mit schöner Aussicht.Eine Zufriedenheit mit sinnstiftender Arbeit.  Genug finanzielle Mittel um keine Zukunftssorgen zu haben. Wandern und gemütliches Essen mit Freunden und in Restaurants.",1,5,1,1,2,2,5,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,2,2,1,1,2,1,1,0,0,1,0,1,0,-77,-77,-77,-77,-77,-77,-77,-66,1,1,1,0,0,0,1,0,0,1,0,3,5,1,2,1,3,1,0,5,5,1,5,1,2,5,5,5,5,5,2,1,1,0,0,1,0,0,0,0,0,-99,2,5,2,2,5,5,1,0,1,1,0,0,0,0,0,-99,1,1,2,1,2,0,0,1,0,0,0,-99,1,3,2,2,0,-99,Die Ladenplanung. Es hat zu teure Mieten sodass kleine Läden sich nicht halten können.  Die vielen Billigketten zerstören das Bild und das Niveau der Stadt  bis Corona gab es zu viele Gruppen Touristen. Ich wünsche mir mehr Individualreisende,1
449,567,6466756,-77,660,1,2,4,1,5,4,7,5,2,5,5,-99,-77,-77,-77,5,2,3,5,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,3,2,2,1,2,1,1,0,1,1,0,0,0,-77,-77,-77,-77,-77,-77,-77,-66,1,2,1,0,0,1,0,0,0,0,1,2,4,1,2,2,4,2,1,1,1,1,1,2,3,3,4,2,2,2,5,0,0,0,1,0,1,0,1,0,0,-99,2,5,2,2,5,5,1,0,0,1,0,1,0,0,0,-99,1,1,1,1,1,1,1,0,0,0,1,-99,3,3,3,3,0,-99,-99,1
450,591,6466756,-77,638,1,2,4,2,3,3,7,2,1,1,6,-99,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,5,2,1,2,1,1,1,1,0,1,1,0,0,-77,-77,-77,-77,-77,-77,-77,-66,1,1,1,0,0,0,0,0,0,1,1,1,5,1,1,1,2,1,1,1,1,1,1,1,1,5,5,5,5,5,2,0,1,0,1,1,0,0,0,0,0,-99,2,5,2,2,5,5,1,0,0,0,1,0,1,0,0,-99,3,3,3,2,2,0,1,1,0,1,0,-99,1,3,3,1,0,-99,-99,2
451,568,6466756,-77,1474,1,2,1,1,3,3,8,4,2,3,5,"Grosse und günstige Wohnungen für Familien, viel Platz zum Spielen im Grünen, gute Schulen mit tollen Lehrpersonen, nicht viel Verkehr wo man spielt",-77,-77,-77,5,3,2,5,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,6,5,5,2,1,1,1,1,0,1,1,1,0,0,-77,-77,-77,-77,-77,-77,-77,-66,1,2,1,0,0,1,0,0,0,0,1,3,2,1,2,2,1,2,1,1,1,2,5,3,2,3,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,Die Kinder könnten mehr gefragt werden!,2,5,2,2,5,5,0,0,0,0,0,0,0,0,0,Mit den KIndern das Gespräch suchen,2,1,2,1,1,1,0,0,0,0,0,-99,5,5,5,5,5,-99,"mehr autofreie Zonen, mehr Bäume in der Stadt, weniger Uhrenläden, damit auch andere Läden eine Chance haben, die Kinder mehr anhören, auch an die Leute denken, die nicht viel haben,",1
452,569,6466756,-77,915,1,1,2,1,4,4,8,5,2,3,5,"Freizeitbeschäftigungen, Natur, Freunde, Öffentlicher Verkehr",-77,-77,-77,2,1,3,5,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,5,1,1,1,1,1,1,1,0,1,0,0,1,-77,-77,-77,-77,-77,-77,-77,-66,1,1,1,1,0,0,0,0,0,0,1,2,2,5,1,5,3,1,1,1,1,1,1,2,2,3,3,1,3,1,2,0,0,0,0,0,0,0,0,0,1,-99,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,-99,2,2,2,2,2,1,0,1,1,0,0,-99,5,5,5,5,5,-99,-99,2
453,570,6466756,-77,656,1,1,2,1,5,4,8,4,2,3,6,"Freunde und Familie, Natur und Kultur",-77,-77,-77,2,2,2,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,2,3,1,1,1,1,1,0,1,1,1,0,0,-77,-77,-77,-77,-77,-77,-77,-66,1,1,0,1,0,1,0,0,0,0,1,2,2,1,3,1,3,1,3,3,3,2,3,2,2,3,4,2,2,2,1,0,0,0,0,0,0,1,1,1,0,-99,1,2,1,1,2,2,1,0,0,0,1,0,0,0,1,-99,1,1,1,2,1,1,0,1,1,0,0,-99,2,3,3,3,0,-99,"Bus; gibt Orte an denen kommt alle zwei Minuten ein Bus, an anderen muss man tlws. Zwanzig warten",3
454,571,6468128,-77,15,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-66,-66,-77
455,572,6466756,-77,746,1,2,6,1,4,6,3,2,2,1,5,"Schöne Landschaft, Grün, Ruhe, Spazierwege, Grüne Oasen, Zu Fuss in den Ausgang, Topp ÖV, Wohnen und Arbeiten im der Stadt",1,1,1,2,3,3,5,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,6,2,2,1,1,1,1,1,0,1,1,1,0,0,-77,-77,-77,-77,-77,-77,-77,-66,2,2,1,1,0,0,0,1,0,0,0,3,3,1,1,2,2,2,1,1,1,1,1,3,1,4,3,5,5,5,2,0,0,0,0,0,0,0,0,0,1,-99,1,2,2,2,5,5,0,0,1,0,1,1,0,0,0,-99,3,1,3,1,1,1,1,1,0,0,0,-99,2,4,4,5,0,-99,Mir gefällt es so wie es ist.,3
456,573,6466756,-77,1475,1,1,5,2,4,2,7,3,2,1,5,"- schöner Lebensraum mit viel Naherholungsmöglichkeiten (Wald, See, Berge, Stadt, …)  - Kurze und attraktive Wege für Arbeit und Freizeit  - gute Infrastruktur (öV, Strassen, Ver- und Entsorgung)  - Zusammensetzung der Bevölkerung  - angemessenes Wohnungsangebot",1,2,2,1,1,1,2,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,5,2,1,1,1,1,1,0,1,1,0,1,0,-77,-77,-77,-77,-77,-77,-77,-66,2,1,1,1,0,0,0,0,0,1,0,3,2,1,1,1,3,2,1,2,1,1,2,3,2,4,4,2,2,2,1,1,0,0,0,0,1,0,0,1,0,-99,1,2,1,2,2,5,1,1,0,1,0,0,0,0,0,-99,1,2,2,2,2,1,1,1,0,0,0,-99,4,3,3,2,0,-99,"- mit dem künftigen (digitalen-, demografischen-, umweltbezogener-, …) Wandel mithalten können  - Attraktivierung der Stadt und sich nicht nur als Tourismusstadt etablieren, sondern eine Visionen und Strategie für die Stadt von (Über-)Morgen entwickeln und verfolgen",1
457,574,6466756,-77,861,1,1,3,1,5,1,8,5,2,5,6,"Freizeitangebote, ÖV, Parks",-77,-77,-77,5,2,4,2,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,5,1,1,1,1,1,2,0,0,0,0,1,0,-77,-77,-77,-77,-77,-77,-77,-66,1,1,1,0,1,0,0,0,0,0,0,3,3,5,1,5,2,1,1,1,1,1,1,1,2,2,2,2,3,2,1,0,0,0,1,0,0,0,1,1,0,-99,1,5,2,2,5,5,0,1,0,1,0,1,0,0,0,-99,1,1,2,1,2,1,1,0,0,1,0,-99,3,4,3,3,0,-99,"Klimaneutralere Wohnhäuser, grünere Stadt",1
458,575,6466756,-77,1070,1,2,6,1,3,5,7,2,1,1,5,"Viel Fahrradwege, Gehwege, gutes ÖV-Netz, saubere Luft",1,2,5,5,3,3,5,1,1,1,3,3,1,2,3,1,1,1,3,2,1,1,1,1,1,0,1,0,1,1,0,-77,-77,-77,-77,-77,-77,-77,-66,1,1,1,0,0,0,1,0,0,0,1,3,4,1,3,2,2,1,3,1,1,2,2,3,2,3,3,5,5,5,2,0,0,0,1,0,1,0,0,0,0,7,2,5,2,2,5,5,1,0,0,0,1,0,0,0,0,-99,1,1,0,1,1,0,1,1,0,0,1,-99,1,3,1,1,0,-99,-99,1
459,577,6466756,-77,1022,1,2,7,1,3,7,3,1,2,4,5,"Gutes Umfeld/Nachbarschaft,  angenehme Wohnsituation, Gesundheit",-77,-77,-77,5,2,3,5,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,2,2,1,1,1,1,1,0,1,0,1,1,0,-77,-77,-77,-77,-77,-77,-77,-66,2,2,1,0,0,0,1,0,0,1,0,3,2,2,2,3,4,2,2,2,1,1,5,2,3,3,4,5,5,5,2,1,0,1,0,1,0,0,0,0,0,-99,2,5,2,2,5,5,1,0,0,1,0,0,1,0,0,-99,2,2,1,3,2,0,0,0,0,1,1,-99,1,2,3,2,0,-99,Keine Angabe,1
460,578,6466756,-77,1267,1,2,6,2,3,3,3,3,2,2,5,-99,-77,-77,-77,2,4,3,5,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,2,2,1,1,1,1,1,0,0,1,1,1,0,-77,-77,-77,-77,-77,-77,-77,-66,2,2,1,0,0,0,0,0,1,1,0,1,3,1,2,2,3,2,2,1,2,2,2,2,3,2,3,5,5,5,3,1,0,0,1,0,0,0,0,0,0,-99,2,5,2,2,5,5,1,1,0,0,0,0,0,0,0,-99,2,2,2,2,1,0,1,1,0,1,0,-99,1,3,3,1,5,-99,"Nicht immer mehr Parkplätze wegnehmen! Betrifft auch Mobilität von behinderten und älteren Menschen. Parkmöglichkeiten sind zu teuer und Zeitrahmen für Parkuhren zum Bedienen ist unmöglich. Man sollte mindestens ein Gleichgewicht haben im Bezug Velo/Auto, aber ich sehe Tendenz eher, dass Autos und Parkplätze verbannt werden. Das finde ich sehr negativ.",1
461,580,6466756,-77,952,1,1,7,2,3,4,7,3,2,4,6,"Zu Fuss unterwegs sein können. Natur in der Nähe. Nachbarschaft (zum Teil) kennen. Auf der Strasse per Zufall Leute treffen.   Eine Politik, die Umweltfragen (Mobilität, Klima) ernstnimmt.",-77,-77,-77,2,4,2,5,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,1,2,1,1,2,1,2,0,1,0,1,1,0,-77,-77,-77,-77,-77,-77,-77,-66,2,1,1,0,0,1,1,0,0,0,0,1,1,3,1,5,4,3,1,1,1,2,5,4,3,4,5,5,5,5,2,0,1,0,0,0,0,0,1,0,0,-99,1,1,1,1,1,2,1,0,1,1,0,0,0,0,0,-99,1,1,1,2,1,1,0,1,0,0,1,-99,3,2,2,3,0,-99,-99,1
462,581,6466756,-77,-1,1,1,6,2,2,7,7,1,2,1,5,-99,1,1,2,3,1,2,2,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,5,2,1,1,1,1,1,0,1,0,1,1,0,-77,-77,-77,-77,-77,-77,-77,-66,2,1,1,0,0,0,1,0,0,1,0,2,2,1,2,2,2,3,2,1,1,2,1,3,2,2,2,5,5,5,3,1,0,1,1,0,0,0,0,0,0,-99,1,2,1,1,2,2,1,0,0,1,0,1,0,0,0,-99,2,1,3,2,1,1,1,0,1,0,0,-99,3,2,3,2,0,-99,"Weniger Ideologie im Stadtrat, weniger grünroote Klientelpolitik, sondern Mehr Pragmatismus, das heißt Lösungen für 80% der Bevölkerung und nicht nur für jene, die am lautesten schreien.",1
463,583,6466756,-77,613,1,2,4,2,3,3,7,3,2,1,5,"viele wertvolle Grünflächen (inkl. Naturschutzgebiete), reiches kulturelles Angebot, wenig Verkehr (Autos), gutes Velonetz, reiches Beizen- und Restaurantangebot, Pflege der historischen Altstadt/alten Häusern, kein Massentourismus",1,1,2,5,3,2,5,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,5,2,1,1,1,1,1,0,1,1,1,0,0,-77,-77,-77,-77,-77,-77,-77,-66,2,2,0,0,0,1,1,0,0,1,0,1,1,1,1,5,4,2,1,1,1,1,1,1,2,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,1,-99,2,5,1,1,2,3,1,0,0,0,0,0,0,0,0,-99,1,1,1,1,1,1,1,0,0,0,0,-99,5,5,2,2,0,-99,"mehr Grünflächen, sichere Velowege, weniger Cartourismus, mehr Biodiversität",1
464,584,6466756,-77,509,1,1,5,2,5,4,7,4,1,1,5,-99,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,1,2,2,0,1,1,1,0,0,-77,-77,-77,-77,-77,-77,-77,-66,2,2,1,0,0,0,0,0,1,0,1,1,4,1,1,2,2,2,1,2,2,2,1,3,3,3,4,5,5,5,2,1,1,0,0,0,0,0,0,1,0,-99,2,5,2,2,5,5,0,0,0,0,1,0,0,0,0,-99,1,1,2,3,2,1,0,1,0,0,0,-99,2,3,4,4,0,-99,-99,1
465,585,6466756,-77,780,1,1,6,2,4,7,7,3,2,1,4,Liberale Freiheit. Selbstentscheidung,1,2,2,3,3,3,3,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,3,2,2,2,2,2,2,0,0,0,0,1,0,-77,-77,-77,-77,-77,-77,-77,-66,2,2,1,0,0,0,1,0,0,1,0,2,3,2,2,1,1,1,2,2,2,2,2,2,3,1,1,2,2,2,4,0,0,1,0,0,0,0,1,1,0,-99,2,3,1,1,4,4,1,0,0,1,1,0,0,0,0,-99,3,3,3,3,3,0,0,0,0,0,1,-99,3,3,3,3,0,-99,Bedürfnisse aller Bewohner abdecken. Sachpolitik und nicht Ideologiepolitik.,2
466,586,6466756,-77,1899,1,1,4,2,1,2,7,3,2,1,4,"Naherholungsräume  Natur, Wald etc.   Bewegungsmöglichkeiten/Sportangebote  Möglichkeit, biolebensmittel vielfältig einzukaufen",2,-77,-77,5,2,3,2,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,5,1,1,1,2,1,1,0,1,1,0,1,0,-77,-77,-77,-77,-77,-77,-77,-66,2,2,1,0,0,0,1,0,0,0,1,1,4,5,1,5,3,1,1,1,1,1,2,2,4,4,4,2,3,5,3,1,1,0,0,0,0,0,0,1,0,-99,1,5,2,2,4,4,0,0,0,0,0,0,0,1,1,-99,1,1,1,2,1,1,0,1,1,0,0,-99,3,3,3,2,0,-99,Mehr Begenungsmöglichkeiten (sozialer Austausch)  Mehr Bewegungsmöglichkeiten im Zentrum  Fixe Grillplätze  Bessere Velowege,1
467,587,6468128,-77,18,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-66,-66,-77
468,590,6466756,-77,1501,1,2,6,1,4,5,3,1,2,1,6,"Geographische Lage, öV, Kulturelles Angebot Sicherheit",1,1,1,2,2,2,2,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,2,2,1,2,1,1,1,0,0,0,0,0,1,-77,-77,-77,-77,-77,-77,-77,-66,1,1,1,1,0,0,0,1,0,0,0,2,2,1,1,1,4,1,1,1,1,1,1,3,2,2,2,5,5,5,2,0,0,0,0,0,0,0,0,0,1,-99,2,3,2,2,3,3,1,1,0,0,0,1,0,0,0,-99,2,2,2,3,3,0,0,0,0,0,1,-99,2,4,3,2,0,-99,-99,1
469,588,6466756,-77,1254,1,2,6,2,1,6,7,4,1,2,5,Gemeinschaftliches vielfältiges offenes kreatives zusammenleben,-77,-77,-77,3,3,3,2,1,1,1,3,2,2,2,2,1,1,1,1,3,2,2,1,1,2,0,0,1,1,1,0,-77,-77,-77,-77,-77,-77,-77,-66,2,1,1,1,0,0,1,0,0,0,0,3,3,1,1,2,3,2,2,3,3,3,3,4,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,-99,1,1,1,1,2,2,1,1,0,1,0,0,0,0,0,-99,2,2,2,3,3,1,0,0,0,0,1,-99,2,2,3,2,0,-99,Schaffung von mehr Parkplätzen für motorisierte Zweiräder.,1
470,589,6466756,-77,1490,1,2,2,1,4,4,8,2,2,3,5,"Sicherheit, Bildungsmöglichkeiten und  Freizeitangebote",-77,-77,-77,5,1,3,5,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,1,2,1,1,1,1,1,0,0,1,0,0,0,-77,-77,-77,-77,-77,-77,-77,-66,1,1,1,0,0,1,0,0,0,0,1,2,1,0,1,1,2,1,1,1,1,2,1,2,2,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,1,-99,1,2,1,1,1,1,1,0,0,0,1,0,0,0,1,-99,5,5,4,4,2,1,1,0,0,0,1,-99,5,5,5,5,0,-99,Ich wünsche mir mehr Möglichkeiten für Kinder um in der Stadt LU mitreden zu können. Ich selber bin schon im Kinderparlament.,2
471,594,6466756,-77,1322,1,2,3,2,6,4,3,5,2,1,6,"Freiheit, viele Möglichkeiten (Einkaufsmöglichkeiten, Freizeitmöglichkeiten, usw.)",1,1,1,2,2,3,5,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,5,3,1,1,1,2,1,0,1,0,1,0,0,-77,-77,-77,-77,-77,-77,-77,-66,3,1,1,0,0,0,1,0,0,1,0,3,3,1,1,2,3,1,1,1,1,2,1,2,3,2,1,5,5,5,2,0,0,1,0,1,0,0,0,0,0,-99,1,2,2,2,5,5,0,1,0,0,1,0,0,0,0,-99,1,2,2,2,2,0,1,1,0,0,1,-99,2,4,4,4,0,-99,"mehr Freizeitaktivitäten (wie z.B. Pedalofahren, Eisfeld, usw.)",2
472,596,6466756,-77,280,1,1,2,1,3,4,8,2,2,1,6,Viele Läden und alles gut erreichbar mit dem ÖV.,1,1,1,2,2,2,2,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,2,1,1,1,1,1,1,1,0,1,0,0,1,-77,-77,-77,-77,-77,-77,-77,-66,1,1,0,0,0,0,1,0,0,0,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,-99,1,1,2,1,1,1,0,0,0,0,0,1,0,0,1,-99,1,1,1,1,1,0,0,0,0,1,0,-99,3,3,3,3,3,-99,Keine,3
473,597,6468128,-77,14,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-66,-66,-77
474,598,6466756,-77,694,1,1,3,2,1,2,7,3,2,1,5,"Unterhaltung, Gastro-Auswahl, Natur, Sauberkeit",2,-77,-77,2,2,2,5,3,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,5,1,1,1,1,1,1,0,0,0,0,0,1,-77,-77,-77,-77,-77,-77,-77,-66,2,1,0,0,0,0,0,1,0,1,0,1,3,4,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,1,-99,2,5,2,2,5,5,1,1,0,0,1,0,0,0,0,-99,2,4,4,4,2,0,1,1,0,0,1,-99,3,3,2,2,0,-99,-99,2
